title,authors,abstract,publish_text,year,publish,ref_wr,key_words,resource
基于计算机网络技术的计算机网络信息安全及其防护策略,陈冬梅,"随着现代科学技术的发展,计算机网络技术已经应用到我们生产生活的各个领域,计算机网络具有开放性和共享性的特点,导致计算机网络的安全问题的产生,尤其是计算机网络信息安全问题,网络信息安全关系到整个社会和国家的网络安全.本文针对计算机网络信息安全存在的问题进行了分析,提出了应用计算机网络技术保护网络信息安全的防护策略.",,2017.0,,40,"网络技术,网络信息安全,防护策略,计算机网络",基于计算机网络技术的计算机网络信息安全及其防护策略.pdf
计算机网络实验教学改革,方芸，高仲合，高博文...,摘 要： 针对目前高校计算机网络实验教学的现状及计算机网络实验教学的特点，并结合学院的实际情况，从实验教学内容及形式方法等方面进行了探讨，提出了关于计算机网络实验教学的改革方法。,,2008.0,,38,"计算机网络,实验,教学,教学改革",计算机网络实验教学改革.pdf
计算机网络课程实验教学研究,王春枝，欧阳勇,"分析了目前计算机网络课程教学的现状和实验的现状,针对计算机网络课程教学实验环节薄弱的问题,研究了计算机网络课程实验教学改革的必要性,制定了相应的教学方案和措施。该研究对计算机专业教学改革和创新人才的培养具有一定的意义。",,,,30,"计算机网络,能力培养,措施,计算机科技",计算机网络课程实验教学研究.pdf
计算机网络脆弱性评估技术研究,夏阳，陆余良，杨国正,"计算机网络安全脆弱性评估是网络安全领域的研究热点.该文提出了计算机网络脆弱性评估的研究目标,指出了在研究过程中存在的若干问题.从总体上分析了近年来针对计算机网络脆弱性评估的若干研究方法和技术,包括从网络连通性进行网络评估、基于入侵路径的网络安全性评估、基于图的网络脆弱性分析、网络脆弱性分析工具、基于Agent的网络脆弱性分析、运用层次分析法的网络脆弱性评估以及基于漏洞依赖关系图的网络脆弱性评估等,同时指出了每种方法的可取之处及存在问题.",,,,21,"计算机网络,脆弱性,评估",计算机网络脆弱性评估技术研究.pdf
浅析计算机网络技术在电子信息工程中的应用,刘沛佳,"在电子信息技术飞速发展的今天,计算机网络技术在各专业教学中已普遍应用,尤其是在电子信息工程教学中的应用越来越广泛。由于教材的选编、教学模式的陈旧、学生素质的差异等因素导致计算机网络课程教学由基础实践课程成了一门较为空洞的理论课。如何在进行基础理论教学的同时,激发学生学习兴趣,培养学生的实践能力,达到培养应用型人才的目的,已成为电子信息技术教学工作者的一个新课题。",,2012.0,,63,"电子信息技术,计算机网络教学,实践教学",浅析计算机网络技术在电子信息工程中的应用.pdf
基于Python的空间数据批量处理方法,彭海波，向洪普,"摘 要： 结合工作实践,在分析Python语言特点的基础上,介绍其在空间数据批量处理方面的应用。编制的程序实例可供相关人员参考。",,2011.0,,28,"PYTHON,ARCGIS,空间数据,批量处理",基于Python的空间数据批量处理方法.pdf
基于Python的ArcGIS空间数据格式批处理转换工具开发,焦洋，邓鑫，李胜才,摘 要： 摘要ArcGIS仅提供了单个文件的空间数据格式转换工具。本文首先研究基于Python的ArcGIS空间分析工具开发方式．进而以栅格数据转ASCII工具为例，给出其批处理工具的具体实现过程。,,2012.0,,16,"Python,Arc,GIS,空间数据,批处理",基于Python的ArcGIS空间数据格式批处理转换工具开发.pdf
基于Python的数据批处理技术探讨及实现,李强，白建荣，李振林...,摘 要： 通过研究ArcGIS中信息处理技术，以及Python脚本语言在ArcGIS中的二次开发技术，介绍了ArcGIS中数据的批处理工具的开发原理和过程，并且运用这一方法实现了批量裁切、批量拼接、批量定义投影、批量空表删除和批量按属性提取等工具，将其集成成批处理工具箱。使用这种方法开发的批处理工具，弥补了原有批处理工具的不足，使枯燥的数据处理工作自动化、简单化，大大提高了数据处理效率。,,2015.0,,7,"ARCGIS,地理处理,Python,批量处理,工具箱",基于Python的数据批处理技术探讨及实现.pdf
Python在热敏电阻测量实验数据处理中的应用,吴迪，张星海,"摘 要： Python语言因为语法简洁、功能全面、开发的程序具有可移植性而拥有十分广阔的应用市场.Python在诸多方面都有应用,如科学计算、应用开发以及计算机科学教育等.本文就热敏电阻测量实验的数据处理问题进行了分析,同时也进行了系统的图形化界面设计以及用Python语言编写相关的脚本来实现了实验数据的数据库存储功能.",,2013.0,,3,"PYTHON,GUI,数据库,数据处理",Python在热敏电阻测量实验数据处理中的应用.pdf
基于Python语言的大学物理实验数据处理方法研究,钟志强,"以大学物理实验中的单摆周期测量、螺线管霍尔效应和单摆简谐运动为例,探讨了Python语言在随机误差分布规律、数据回归分析和机械运动模拟中的应用方法。研究表明,Python处理实验数据的方法简便灵活,表征数据图形直观明了,适宜推广使用。",,2016.0,,4,"Python,大学物理实验,数据分析",基于Python语言的大学物理实验数据处理方法研究.pdf
在ArcGIS下基于Python的路网数据批处理方法,张小璞，左小清,"以云南省地质环境信息化建设项目为背景,针对地名地址数据生产中路网数据区划代码字段在人工赋值过程中存在准确率与处理效率低的问题。在对比分析ArcGis二次开发方法的基础上,改进了一种新的面向ArcGis10.5的Python编程脚本。对该Python脚本地理空间分析原理、实验数据准备阶段的处理以及该Python脚本功能等作了详细叙述。最终通过对实验数据的验证来证明新脚本的可行性。",,,,0,"ArcGIS,Python,地理空间数据处理,路网数据,合并",在ArcGIS下基于Python的路网数据批处理方法.pdf
基于Python语言的空间数据处理,何丽娴，甘淑，陈应跃,随着GIS技术的快熟发展，海量空间数据高效、快速处理越来越受到重视。通过程序扩展设计来进行数据自动化处理是非常有用的。尤其是批量数据处理时是非常有用的。ArcGIS中的Model Builder模块为空间数据处理自动化提供了平台，从ArcGIS 9.X之后ESRI开始将Python语言引入供用户可以编程实现空间数据快速处理，文章介绍了如何使用Python语言调用ArcGIS站点包进行空间数据处理。,,2014.0,,3,"ArcGIS,制图,数据流,GIS,脚本",基于Python语言的空间数据处理.pdf
ARCGIS中应用Python脚本进行空间数据批量处理的研究与实现,石晶，郭子珍，李小勇,"正ARCGIS是美国环境系统研究所ESRI(Environment system Research Institute)推出的一套完整的软件产品,旨在构建完善的GIS(Geographic Information System)系统。利用ARCGIS进行空间数据执行空间分析、建模、数据处理任务过程中,几乎所有操作都会涉及重复的工作,例如数据格式转换,裁切拼接,投影变换等。如果采用人工处理,效率低并且容易出错,为了保证数据质量,减少重复劳动,需要创建可自动执行批量处理的方法。空间数据的地理处理是以数据变换的框架为基础。典型",,2012.0,,4,"ARCGIS,批量处理,空间数据,PYTHON,脚本,应用,数据格式转换,环境系统",ARCGIS中应用Python脚本进行空间数据批量处理的研究与实现.pdf
基于Python的音频数据处理研究与应用,何月顺，周良，丁秋林,摘 要： 介绍了基于Python的音频数据处理函数;实现了自动测试声音文件的格式、声音文件的播放及声音文件在不同的存储格式之间的转换;对声音进行分离与合成;提取声音的特征值以便进行分析与鉴别;改变原始声音的采样速率、采样编码、采样宽度等;在实践中取得了良好的应用效果.,,2003.0,,1,"音频数据处理,声音格式,声音质量,文件格式,PYTHON,线性编码",基于Python的音频数据处理研究与应用.pdf
基于Python的空间数据批处理在编制土地利用现状图中的应用,张静，管莉莉，周赟,"摘 要： 土地变更调查工作完成后需要制作乡镇土地利用现状图,对于空间数据的重复处理过程,传统方法复杂而费时。介绍了利用Python脚本语言设计集成工具,实现空间数据的批量自动化处理,从而提高工作效率。",,2014.0,,2,"PYTHON,ARCGIS,空间数据,批量处理",基于Python的空间数据批处理在编制土地利用现状图中的应用.pdf
基于python的地理空间数据批量处理方法研究,屈鹏,"随着地理信息的迅速发展,如何快速处理海量的地理空间数据,是提高地理信息服务的关键。Python语言与Arc GIS地理处理相结合,成为实现地理空间数据的批量处理快速有效的方法。文中说明了Python语言在地理空间数据处理的特点,并例举了批量定义投影、转换投影、数据裁切等空间数据批量处理的应用实例。",,,,0,,基于python的地理空间数据批量处理方法研究.pdf
基于python的数据处理和模糊层次聚类,赵金晖,"《红楼梦》的作者问题一直是""红学研究""的热点。其中前80回和后40回分别由曹雪芹和高鹗所书的说法广为流传。通过直接调用数据分析的软件可以直观地看到结果,但并不能展示细节。文章将应用模糊层次聚类的方法,并详细展示主要步骤,比起均值聚类,文中的方法更加贴近于人的思维,便于理解和学习,研究者可以通过训练,熟练掌握文本处理、矩阵运算和编程等技巧。",,,,0,,基于python的数据处理和模糊层次聚类.pdf
基于Python的ArcGIS数据属性值顺序码处理研究,庄亚飞，李素敏,"在进行空间数据的处理时,会遇到许多重复性的操作,为了简化工作流程,提高工作效率,此时,作为ArcGIS的脚本工具的Python语言就发挥了重要的作用。在ArcGIS中,通过程序扩展设计来进行数据自动化处理是非常有用的,大量数据的处理可以通过Python脚本语言来进行具体实现,脚本编程的主要目的是使枯燥的数据处理工作自动化。本文以云南省地质环境信息化建设项目为依托,在分析Python脚本语言特点的基础上,介绍在ArcGIS下,利用Python脚本语言来进行数据属性值顺序码快速、高效的检查、更新及处理的方法,实现要素数据属性值顺序码重复值的批量处理。",,,,0,,基于Python的ArcGIS数据属性值顺序码处理研究.pdf
基于python的某型航发高涡平衡单面配平数据处理,陈璐,"本文讨论了配重块离散型取值和连续型取值在实际配平过程中的可行性.利用python语言,开发了可应用于配重块连续型取值的动平衡配平参考程序,通过人机交互界面输入平衡机指示剩余不平衡量数值,程序响应后输出配重块建议放置位置与重量.",,,,0,,基于python的某型航发高涡平衡单面配平数据处理.pdf
在ArcGIS下基于Python的矢量数据处理方法,林璐，王爽，李海泉...,"在ArcGIS中地理处理可以通过Python脚本语言来具体实现.通过Python串联Arcgis的地理处理工具,实现工作流自动化完成,同时,实践批处理过程,解放人工的机械重复工作,提高效率,进而保证数据质量.现以地形图中示坡线的正确、严谨表达为实践案例,介绍了在ArcGIS下利用Python处理矢量数据,为矢量数据处理的高效、自动化提供解决方法.",,,,0,"Python,ARCGIS,地理处理,示坡线",在ArcGIS下基于Python的矢量数据处理方法.pdf
MICAPS第四类数据格式Python处理库的实现和应用,朱枫，袁鹏艳，段中夏,"本文基于Python语言设计和实现了MICAPS第四类数据格式的通用接口库Diamond4,包含数据读写,格点到站点的插值,数据格式转换等功能.Diamond4库简洁高效,可有效支持对MICAPS数据的本地开发.最后展示了Diamond4库结合其他Python第三方库在新乡市气象台本地业务应用的两个实例:结合Bokeh库的多模式站点两米温度的自动提取和结合Arcpy库的多模式降水对比邮票图的自动生成.",,2017.0,,0,"MICAPS,第四类数据,Diamond4库",MICAPS第四类数据格式Python处理库的实现和应用.pdf
Python语言在牛顿环实验数据处理中的应用,赵昆涛,"牛顿环实验是大学物理中非常重要的一个实验,但是在实验中需要读取的数据比较多,数据处理的过程很费时间而且容易出错.为此使用Python语言编写了一个图形界面的数据处理程序,分别使用逐差法和绘图法处理实验数据,可以方便地获得最终的计算结果,节省处理数据的时间.并可对结果可视化,帮助理解实验结果.本文采用了一次实验课中对读数显微镜读取的数据作为例子,演示了本程序的使用方法,介绍了数据处理的过程,并且对两种数据处理的方法进行比较.",,2016.0,,0,"Python,牛顿环,数据处理",Python语言在牛顿环实验数据处理中的应用.pdf
基于Python的农村土地承包经营权地块数据处理的研究,袁玏,"摘 要： 地块数据是农村土地承包经营权确权颁证工作中-个重要的数据.在实际生产工作中,从dwg格式数据提取地块边线并获取相关信息工作量大且具有重复性,文章针对这个问题以Python为开发环境调用ArcGIS地理处理工具,实现地理数据批处理,提高地块数据处理的工作效率.",,2016.0,,0,"农村土地承包经营权,地块数据,地理数据处理,PYTHON",基于Python的农村土地承包经营权地块数据处理的研究.pdf
基于Python的数据组织重构工具设计与实现,黄冠贤,"城市大比例尺基础地理信息数据是数字城市地理空间框架建设的重要组成部分,为保证全省基础地理信息数据结构的一致性,通过研究编码转换、数据结构重组等的自动处理方法,开发了自动模型转换处理程序。",,,,0,"基础地理信息数据,编码转换,数据重组",基于Python的数据组织重构工具设计与实现.pdf
利用PYTHON解析网络上传数据,丛宏斌，魏秀菊，王柳...,"针对编辑部手工提取网络上传数据过程烦琐、工作量大的问题,在需求分析的基础上,设计了解析网络上传数据的批处理算法,并利用计算机语言PYTHON开发了应用程序.该应用程序能够实现对论文题名、作者信息、基金项目、论文起止页码、中英文摘要、中英文关键词、参考文献以及投稿和修订日期等信息,按论文文件名批处理操作.与手工操作相比,该方法能将数据提取效率提高15倍以上,可满足编辑部快速处理网络上传数据的需要.",,2013.0,,0,"数据,解析,批处理,PYTHON",利用PYTHON解析网络上传数据.pdf
基于Python脚本的建设用地报批数据建库,庞俊，丘强,"摘 要： Arc GIS提供了功能丰富的Python站点包Arcpy,可以实现各类地理处理要求,同时python脚本有简便、快速迭代等优点,可实现地理数据的批处理。本文结合清远市国土资源局建设用地报批数据实际情况,利用Python脚本批量处理建设用地报批坐标格式文件,实现了用地报批数据的快速建库,为工程技术人员提供参考。",,2016.0,,0,"PYTHON,Arcpy,建设用地报批,专题数据库,批处理",基于Python脚本的建设用地报批数据建库.pdf
基于Python的医学图像处理框架及其应用,丘文峰,医学图像处理是医学影像与计算机科学相交叉的新兴研究领域，通过对原始采 集的医学断层数据进行图像处理、可视化，最大程度地挖掘数据的信息。医学图像处理对医学病理研究、诊断、医学教学都有着重要的现实意义。但是，医学图像处 理系统具有开发周期长、设计难度大、专用性强的特点，这使得商业医学图像处理系统价格昂贵，而研究型的医学图像处理系统大部分着重于算法研究，难以快速投 入实际应用。目前存在的部分医学图像处理开发包，虽然在一定程度上降低了医学图像处理系统的开发难度，但是这些开发包不能针对医学图像处理应用提供高级接 口功能。    本文以软件工程设计作为理论依据，对现有医学图像处理系统进行抽象得到医学图像处理软件的框架，重点研究医学图像处理系统的数据管理和可视化，并采用Python脚本语言设计了一个基于Python的医学图像处理框架，Jolly。    全文通过分析主流医学图像处理系统，采用FileMon工具分析这些系统的数据组织和用户交互。结果表明，主流医学图像处理系统一般能够支持多种不同的数据类型，用户交互遵循医学影像设备约定，操作控制主要以控制面板的方式，而不是传统的菜单与工具栏。    根据上述分析，进一步使用软件工程传统的结构化分析与设计方法对医学图像处理系统的业务流程分析，推导出一般医学图像处理系统的数据流程图、数据类型与模块结构图。得出如下分析结果：    1.医学图像处理系统包含三种数据类型、栅格数据类型、几何数据类型和网格数据类型。    2.医学图像处理系统应该包含数据导入、数据导出、图像处理和可视化模块。    针对结构化分析与设计的结果，借鉴vtkInria3D的设计思想，本文提出一个基于Python医学图像处理系统框架的总体设计。各模块依赖于底层医学图像处理开发包，又高于这些开发包，向应用层提供基本的功能。    数据管理模块使用树状式的数据结构，统一对三种数据类型进行层次管理。可视化管理模块以控件方式，对可视化不同视图提供同步显示。图像处理模块提供图像类型的统一描述和转换以支持主流不同图像处理开发包的粘合。    最后给出使用Jolly实现的两个应用程序：水平集分割程序和体积测量程序。应用实例表明Jolly在支持快速开发医学图像处理系统中具有优势，可以作为开发医学图像处理系统的一个选择。,,2010.0,,1,"医学图像处理,结构化分析,水平集分割",基于Python的医学图像处理框架及其应用.crdownload
Python在ArcGIS中的应用,朱道强，关海涛,"摘 要： 通过简要介绍利用Python语言编写脚本在ArcGIS中进行数据批处理的基础方法,提出了一种减轻现今数据生产中作业人员进行数据处理强度的方法。",,2013.0,,12,"脚本,Python语言,数据批处理",Python在ArcGIS中的应用.pdf
基于PYTHON及ARCPY的多进程空间数据检查任务实现,张雅珉，张禾,"本文针对批量数据进行检查,提出通过多进程的处理方式,设计并实现了空间数据检查并行处理方式,为任务量巨大的空间数据检查任务提供了一种简单易用的解决途径; 并运用到实际检查工作中得到了较好的效果.",,2015.0,,0,"PYTHON,ARCPY,多进程,空间数据,等高线套合检查",基于PYTHON及ARCPY的多进程空间数据检查任务实现.pdf
基于Python自然语言处理工具包在语料库研究中的运用,刘旭,国内当前以语料库为基础的研究，在研究工具方面，多以AntConc、PowerGREP为主，使用Python语言NLTK包进行数据处理分析的研究较少，限于软件自身设计，不能灵活地对研究方法提供支持。在研究中使用Python语言的NLTK处理包，使数据有了统一标准，避免了各类文字处理转换的麻烦，同时也弥补了Range等工具在句法分析、图形绘制、正则表达式检索等方面的缺憾。针对语料库研究的中文本分词、词形归并、文本检索统计等主要环节，简要介绍Python语言的NLTK自然语言处理包在语料库研究中的运用，并以古腾堡语料库中的简·奥斯丁小说《艾玛》为例，说明如何运用该自然语言处理包对语料进行加工处理。,,2015.0,,1,"PYTHON,NLTK工具包,语料库研究",基于Python自然语言处理工具包在语料库研究中的运用.pdf
Python与批处理在遥感影像存储中的应用,廖小龙，施昆，黄彦锋...,"目前,未经过压缩的航摄遥感影像资料的数量越来越多,其文件体积越来越大,造成备份分发时耗时也越来越多。针对部门级的影像资料存储备份需求,提出几种解决方法。利用Python语言优秀特性,结合操作系统批处理,采用冷数据存储方案,以期达到提高存储备份和分发的效率,节约硬件投入成本的目标。经实验结果讨论分析,得到几种各具特点的存储方法,实际应用中可根据管理需要选取。",,,,0,"DOM,冷数据,批处理,Python,多进程,压缩",Python与批处理在遥感影像存储中的应用.pdf
ArcGIS中应用Python脚本提高数据生产力的研究,巨擘,"针对空间数据特性,利用ArcGIS中Python脚本语言结合ArcToolbox编写批处理程序,可以在很大程度上简化数据生产的步骤,提高工作效率.现通过Python脚本工具在空间数据处理中的应用案例,简述工具的编写流程及其在生产实践中的优势.",,,,1,"Python,ArcGIS,ArcToolBox,空间数据,生产效率",ArcGIS中应用Python脚本提高数据生产力的研究.pdf
基于Python语言的模式识别应用,张毅宁,"以模式识别中英文文字识别和人脸检测为例,利用PIL库、pytesser库和OpenCV库实现了图像灰度转换、降噪处理、文字识别和目标检测。应用表明,Python处理实验数据的方法简便灵活,表征数据图形直观明了,适合在数字图像处理课程的模式识别章节中应用。",,2016.0,,1,"Python,英文文字识别,人脸检测",基于Python语言的模式识别应用.pdf
Python语言在晕渲制作中的应用,郭贵洲，余磊，张寒梅,"晕渲图是一种表现地貌地势的常见手段。在1∶50 000核心要素数据生成大范围的DEM和晕渲图的处理过程中,使用Python语言处理数据可以使数据处理效率得到极大的提高。",,2012.0,,0,"Python,DEM,地貌晕渲图",Python语言在晕渲制作中的应用.pdf
基于ArcGIS和Python脚本快速拼接矢量数据,蒋涛,"介绍了利用python脚本和Arc GIS的arcpy类库编写程序,进行各类型矢量数据库拼接的过程和方法。该方法能够将研究区域内大批量数据库中的要素逐层快速全自动拼接到同一个数据库中,极大地提高了数据的处理能力。",,,,0,,基于ArcGIS和Python脚本快速拼接矢量数据.pdf
基于python抓取豆瓣电影TOP250的数据及进行分析,田帅,"本文通过利用python抓取豆瓣TOP250的相关数据,并将数据存储在MYSQL数据库中,然后通过mongDB对数据进行清洗,最后通过Excel和Matlab对处理过的数据进行分析,从而实现数据的可视化。通过数据的可视化对豆瓣电影TOP250的数据进行分析,可以了解豆瓣评分分布区间,了解大众对那些国家电影喜欢,进而了解大众专注热点趋势,进而分析了热点电影的时间分布情况。通过对豆瓣电影TOP250数据的分析,对python爬虫、数据清洗、数据可视化有了深入的学习。",,,,0,,基于python抓取豆瓣电影TOP250的数据及进行分析.pdf
Arcgis中基于Python的地理数据库批量合并方法研究,刘翔宇，朱大明,"为了实现Arcgis不同地理数据库中大量相同图层批量合并的操作。本文基于云南省地质环境信息化建设项目,在对比分析Arcgis二次开发方法的基础上,提出了一种新的面向ArcGis10.5的Python编程脚本。本文对Python地理空间分析原理、Python脚本功能以及实验数据处理流程等作了详细叙述。实验结果证明了该脚本的可行性。得出结论:本文中基于ArcPy人工开发出的脚本,相比手动操作效率大大提高,不易出错,实现了地理数据库中指定同名图层的批量合并。",,,,0,,Arcgis中基于Python的地理数据库批量合并方法研究.pdf
Python在学院招生数据分析中的应用,叶惠仙,"在大数据的今天,Python丰富的工具包在科学计算、文件处理、数据可视化等领域越来越凸显其价值。使用Python对学院招生的生源地信息数据进行筛选,清洗,统计、分析得到可视化图像数据。通过这些数据,采用算法对下一年学院招生数进行预测,给招生管理提供数据支持,也为学院长远的招生规划提供参考。",,,,0,,Python在学院招生数据分析中的应用.pdf
基于Python的气象雷达工具包研究,眭超亚，唐毅谦，罗正华...,"Py-ART(Python ARM Radar Toolkit)是一种基于Python的气象雷达数据处理工具包,其提供了强大的数据处理与分析环境,包含了多种最新的气象雷达数据处理算法,支持不同气象雷达数据格式的读取、可视化、校正及分析.在深入分析Py-ART基本原理和整体架构的基础上,对Py-ART进行了详细探讨,并对气象雷达数据处理中常用的Py-ART模块进行了剖析,可促进Py-ART的应用进程,提升气象雷达数据处理的能力.",,,,0,"气象雷达,Python,雷达辐射测量,Py-ART",基于Python的气象雷达工具包研究.pdf
基于Python的并行编程技术在批量气象规范报表入库处理中的应用,郭学兵,"为满足中国生态系统研究网络(英文全称Chinese Ecosystem Research Network,简称CERN)对大批量气象规范报表(Excel格式)进行高效快速转换并载入数据库的需求,作者在对当前流行的并行编程方法和技术进行对比研究的基础上,提出了利用Python的多进程编程技术实现报表处理的方案,建立了CERN气象规范报表的抽象数据转换模型,并编写了多进程并行处理程序,实现了将大批量气象报表的快速转换载入Oracle数据库的功能。同时,作者对多进程编程的不同参数设置情景下的转换效率进行了测试、比较和分析。实验结果显示,利用Python并行编程技术可以充分利用计算机硬件的潜力和性能,从而大大提高处理效率,且方法简便、事半功倍。作者最后进一步建议通过利用Parallel Python软件包,可更充分利用计算机多核性能,更大程度提高处理效率。更加满足CERN日益增长的数据快速处理需求。同时本文为类似数据处理需求提供了可借鉴的参考方案。",,,,0,"中国生态系统研究网络,CERN,python,并行编程,多进程,气象,报表,转换入库",基于Python的并行编程技术在批量气象规范报表入库处理中的应用.pdf
Python批量解析UDP数据包在流媒体中的应用,黄莺，陶汉卿,"流媒体应用过程中,网络原因或者服务器缺陷会造成播放启动慢或者画面停顿,甚至出现花屏现象.针对目前使用Wire Shark工具解析数据包截取文件速度慢等缺点,设计了基于Python批量解析UDP数据包的脚本程序,能快速、有效的方式确定流媒体是否有丢包和码率是否平稳,从而快速发现视频异常现象.实践证明,分析100、200、400、600、800 M和1 G的数据包所需时间相比Wireshark软件分别提高49倍、52倍、59倍、85倍和135倍,并且随着数据包的增大,分析时间结果越明显,还可实现批量处理数据包截取文件,用法简单.",,,,0,"流媒体,UDP数据包,批量解析,Python",Python批量解析UDP数据包在流媒体中的应用.pdf
基于Python的温度巡检仪上位机软件,陶进，李丹丹，陶承...,"基于Python语言设计了一种温度巡检仪的上位机软件,实现RS232串口数据读取,并对数据进行处理运算,最后保存至word文档中。word文档模板设计参照JJF 1101—2003《环境试验设备温度、湿度校准规范》,数据自动保存后可直接自动打印,从而使原本无法实现智能采集运算的计量标准仪器具备了自动数据处理,自动生成原始记录的功能。2015年该温度巡检仪(配置该软件)通过标准水银温度计的校准,校准最大误差为±0. 1℃,扩展不确定度达到0. 3℃(k=2),性能符合JJF 1171—2007《温度巡回检测仪校准规范》的技术要求。",,2016.0,,0,"Python,RS232,自动数据处理,自动生成原始记录",基于Python的温度巡检仪上位机软件.pdf
基于Python的ABAQUS数控弯管数值模拟后处理,岳永保，杨合，詹梅...,"弯管零件以其优良的性能,在各工业领域中得到了广泛应用.有限元数值技术的发展为研究管材弯曲问题提供了一种有效的途径,结果数据的有效提取和高效处理成为数控弯管数值模拟的关键问题.文章采用Python语言对ABAQUS后处理模块进行了二次开发,根据数控弯管的常见质量指标,实现了截面扁化率、壁厚变化率、回弹角的计算以及管件起皱判断等功能,并开发出友好的图形用户界面,以增强后处理模块的实用性.其后处理二次开发思路同样适用于其他塑性成形过程.",,2009.0,,17,"数控弯管,ABAQUS,Python,二次开发,后处理",基于Python的ABAQUS数控弯管数值模拟后处理.pdf
浅析Python语言在县级坡度分级图制作中的应用,戴立乾，高鹏，叶海翔,"第二次全国土地调查中要制作分县的坡度分级图,对于空间数据的重复性处理过程,传统方法复杂而费时,利用Python语言设计算法,实现了数据的自动化处理,提高了工作效率.",,2009.0,,6,"Python,ArcGis,坡度分级,第二次土地调查",浅析Python语言在县级坡度分级图制作中的应用.pdf
面向Python应用的大学教学改革初探,秦科，刘贵松,"数据分析与处理是计算机应用面临的一项重要任务。针对国内大学的程序设计教学与数据分析存在脱节这一现象,分析Python自身的特点和Python计算生态的发展现状,结合工程项目中的应用经验,提出面向数据分析的Python程序设计语言教学改革方法并以案例说明。",,,,2,"Python,教学改革,实验教学,计算生态",面向Python应用的大学教学改革初探.pdf
